StudentID,essay,grade,
2013420,"개인의 인권과 대립된 형태로 빚어져있는 국민의 알권리의 영향력을 기준으로 삼아야하며, 이는, 국민의 알권리는 개인의 인권과는 다르게 어떠한 요소만이 확립되어 있을 때 발동하는 권리이기 때문이다.  반대 측 반론 시작하겠습니다. 찬성 측에서는 성범죄 피의자의 신상공개는 국민의 알권리에 해당이 되는 내용으로, 국민들에게 당연히 보여야하는 대목이라고 표현하셨는데 정말 그러한가요? 피의자의 신상권리는 국민의 알권리에 해당하지 않습니다. 국민의 알권리에는 공공과 관련한 사안과, 공적 기관에서 보유한 공적 정보라는 사항이 붙습니다. 이러한 요점들과 아무런 관계성이 없는 피의자의 신상 권리를 국민들에게 공개하게 된다면, 이것은 오히려, 개인의 인권을 침해하는 문제로 뿌리를 내릴 뿐입니다.",10,
2010398,"국민의 알 권리를 보장하여 얻는 이익이 더 크다고 하더라도 개인이 입는 피해가 기준이 되어야 한다. 일반적인 경우, 한 사람의 신상이 공개된다면 그의 가족뿐만 아니라 친구 등의 지인들은 사회적으로 따가운 시선을 받을 것이다. 만약 범죄 피의자의 신상공개를 예로 든다면, 피의자는 범죄혐의는 있지만, 죄가 확정되지 않았을뿐더러 그 가족들까지 인터넷을 통해 욕을 먹는 경우가 빈번하게 발생할 것이다. 또한, 피의자가 다시 사회로 나왔을 경우 무죄판결을 받았다 하더라도 사회적인 시선은 곱지 않을 것이며, 이에 대한 사회적 보장 역시 존재하지 않는다. 따라서 개인뿐만 아니라 무고한 사람들의 인권을 침해하면서까지 국민의 알 권리를 보장하는 것은 옳지 않다.  국민의 알 권리를 보장하면 얻는 이익이 손해보다 크다는 것은 일부 동의합니다. 하지만 성범죄 피의자가 신상공개되면 피의자의 가족들과 지인들 역시 사회적으로 피해를 받습니다. 또한, 피의자가 무죄판결 또는 석방후에 사회로 돌아왔을 때 다시 사회생활을 할 수 없게 됩니다. 즉, 한 사람의 신상공개로 한 명에서 몇백 명까지도 피해를 볼 수 있는 상황입니다. 하지만 이에 대한 사회적 대책이 존재하지 않는데도 국민의 알 권리를 위해 소수의 인권을 침해하는 문제가 존재하기 때문에 성범죄 피의자의 신상공개는 허용되어서는 안됩니다.",13,
1716621," 찬성 측에서는 성범죄 피의자의 신상 공개를 통해 국민의 알 권리를 충족해야 한다고 주장했다. ‘알 권리’는 국가의 간섭을 받지 않고 국민과 언론이 정보를 수집하는 동시에 국가기관이 보유한 정보의 공개를 요구할 수 있는 권리이다. 그리고 ‘인권’은 사람으로서 마땅히 누려야 할 자유, 평등 등의 기본적 권리이다. 이렇게 두 권리가 팽팽하게 대립하고 있는 상황에서 알권리를 보장함으로써 발생하는 공공의 이익이 특정 개인의 인권을 침해할 만큼의 효과가 있는지를 봐야 한다. 먼저 찬성 측에서는 신상 공개를 함으로써 범죄 예방 등의 공공의 이익이 발생한다고 주장했는데, 신상공개 이후 재범률이 낮아지거나 범죄 예방 효과가 있다는 것은 뚜렷한 증거가 없다. 오히려 신상공개 도입 전후를 비교하였을 때 동종 범죄율이 더욱 증가하였다. 이처럼 신상공개는 그 실효성을 입증할 수 없기 때문에 필요 이상으로 인권을 침해하는 과잉 처벌일뿐이다. 또한 교도소는 말 그대로 범죄자를 교도 즉, 교정 및 교화하여 건전한 사회인으로 복귀시키는 목적을 가지고 있는 시설이다. 이렇게 강력 범죄 피의자라 하더라도 형 집행 이후 반성하고 교화될 가능성이 충분하다. 그러나 신상 공개가 된다면 그 비난이 평생 꼬리표처럼 붙을 것이며, 다시 사회로 나왔을 때 적응 및 재사회화가 매우 어려울 것이다. 이처럼 신상공개를 통한 공공의 이익은 미흡한데 반해 특정 개인은 평생 인권을 침해 받으며 살아야 하는 것이다. 이처럼 국민의 알권리를 보장하기 위해 신상공개를 하는 것은 인권을 침해 받는 개인의 피해에 비해 그 효과가 미미하고 침해의 최소성이 인정되지 않기 때문에 허용해서는 안된다.",15,
2012904,"알권리도 결국은 헌법으로 보장되는 권리이기에, 국민의 알권리와 개인의 인권 모두 기본권에 해당한다고 할 수 있다. 두 기본권, 즉 인간답게 살 수 있는 권리가 충돌하는 상황에서는, 결국 가장 기본이 되는 원리이자 제일 본질적인 것이 판단의 기준이 되어야 한다. 따라서 나는 ‘어느 한 쪽의 입장을 선택하는 혹은 어느 한 쪽의 손을 들어주지 않는 것이 누군가의 기본권을 적극적으로 침해하는 데에 쓰일 수 있는가’를 판단의 기준으로 삼아야 한다고 본다. 즉, 누구도 자신의 기본권을 다른 사람의 기본권을 침해하는 데 쓸 수 없으며, 이 경우에는 국민의 알권리를 선택해 신상공개를 할 경우 그것이 강력범죄 피의자의 인권을 조금 제한하는 정도인지, 아니면 심각하게 침해하는 정도인지를 따져야 한다. 반대로, 강력범죄 피의자의 인권을 선택해 신상공개를 하지 않았을 경우, 국민 중 누군가가 인간적인 삶을 영위하는 데에 매우 큰 어려움을 겪는 상황이 일어날 지를 따져 판단해야 한다. 찬성 측이 주장하신 입론 중 국민의 알권리가 보장되어야 한다는 근거는, 알권리란 ‘공공’ 정보의 공개를 요구할 권리와 정보를 자유롭게 수집할 권리를 말하는 것이기 때문에 ‘사적’ 정보인 신상정보를 공개하는 것은 알권리에 해당하지 않으며, 따라서 논리적으로 오류가 존재한다고 할 수 있습니다. 또한, 신상정보를 공개함으로써 강력범죄 피의자에게 심각한 정신적 고통과 주변 지인들의 2차 피해라는 부작용이 일어날 가능성이 있으므로 신상정보 공개는 이루어지지 않아야 합니다. 마지막으로, 재범의 방지와 잠재적 범죄의 예방이라는 정책의 기대효과가 입증되지 않았으므로, 해당 정책은 제고되어야 한다고 주장합니다.",15,
2013786,"국민의 알권리와 개인의 인권이 대립하는 경우 ‘헌법에 명시되어 있는 원칙’을 기준으로 삼아 한쪽의 입장을 선택할 것이다. 헌법은 국민의 합의에 기초한, 국민과 한 약속으로, 국민의 기본권 및 의무를 담고 있다. 명확한 수치화가 어려운 권리 침해와 보호의 정도는 헌법에서 제시한 지침을 참고하면 최적의 상한선을 파악할 수 있다. ‘강력범죄 피의자 신상공개’라는 논제의 쟁점을 해결하기 위해 헌법에서 보장하는 알권리와 개인의 인권에 대한 적용 범위와 의의를 살펴보면 피의자 신상공개의 부적절함과 입장 판단의 기준으로서 헌법의 적합성을 더 명확히 이해할 수 있다. 먼저, 알권리는 1989년 헌법재판소에서 헌법 제21조에 포함되는 자유의 하나로 결정되었다. 알권리는 주체인 국민의 권리를 언론기관이 위임받아 정보의 원천에 접근하여 정보 공개를 요구할 수 있다. 강력범죄 피의자 신상 공개 관련 논제에서는, 이러한 국민의 알권리 보장을 위해 국가에서 피의자의 신상을 공개해야 한다는 주장이 있다. 사회 내에서 발생한 범죄 사건은 일부 국민에게 영향을 미치기 때문이다. 하지만 국가적으로 합의된 헌법에서는 대중에게 영향을 미치는 모든 사건이나 사람에 대한 정보 공개를 보장하지 않는다. 헌법이 보장하는 알권리의 해석은 국정과 관련되는 등의 공적 정보를 입수할 권리까지만 한정한다. 그래서 정보공개제도의 목적은 정부 등의 공공기관이 보유하는 공문서를 위주의 공적 정보의 공개에 제한되고 개인이나 사기업의 사적 정보를 공개대상으로 삼지 않는다. 따라서 국정 관련 정보가 아닌 피의자 개인의 신상정보는 국민의 알권리를 보장하기 위해 공개하는 것은 법률에 어긋난다. 모든 정보원을 차단하여 보도기관",10,
2011936," 국민의 알권리와 개인의 인권 모두 헌법에 명시되어 있는 권리이지만, 두 권리가 대립할 경우 국민의 알 권리가 개인의 인권을 제한하면서까지 보장해야 하는가를 판단의 기준으로 삼아야 한다. 개인의 인권은 인간이 태어난 직후부터 성별, 인종, 종교와 관계없이 기본적으로 주어지는 것이지만 국민의 알 권리는 인권을 보장하기 위한 여러 가지 수단 중 하나일 뿐이기 때문이다.  개인의 인권은 인간이 태어난 직후부터 성별, 인종, 종교와 관계없이 기본적으로 주어지는 것으로, 어떠한 경우에도 인간으로서 기본적인 인권을 존중받아야 합니다. 반면에 국민의 알 권리는 인권을 보장하기 위한 하나의 수단이므로, 알 권리의 보장이 인권의 보장보다 우선시되어서는 안됩니다. 따라서 성범죄 피의자의 신상을 공개해야 하는 입장에 반대합니다.",13,
2013708,"반대 측의 입장에 있다면 개인의 인권을 기준으로 삼아야 한다. 국민의 알권리를 기준으로 삼게되면 성범죄 피의자의 신상 공개를 허용하는 입장에 유리해지기 때문이다. 반론: 찬성 측께서는 국민의 알권리가 더 중요하다고 하셨는데, 국민의 알권리가 개인의 인권보다 중요하지는 않습니다. 또, 찬성 측께서 제시하신 ‘범죄율 감소’ 근거는 전체 범죄자에 해당이 되며, 성범죄자만의 범죄율을 나타내고 있지 않기에 논제와는 상관 없는 근거입니다. 성범죄자의 신상 공개를 허용한다면 그들의 가족과 주변인들이 2차 피해를 볼 수가 있기에 성범죄자 신상 공개에 반대합니다.",8,
2016133," 국민의 알권리와 개인의 인권이 충돌하는 경우, 헌법에서 규정하고 있는 법적 조항을 토대로 ‘어떤 권리의 침해를 최소화해야 더 큰 사회적 혼란을 방지할 수 있을 것인지’를 고려해야 한다. 이는 국가를 구성하는 데에 있어 가장 중요한 요소 중 하나인 ‘헌법’이 명시하는 내용을 제한하는 특수한 상황이므로 그만큼 인권의 침해를 최소화하여 보호하는 것이 중요하기 때문이다.   첫째, 강력범죄자 신상공개는 무죄추정의 원칙을 위배한다. 인권이란 국제법과 국제 규약 그리고 국내법인 헌법 등에서 정의하고 규정하고 있는, 인간이라면 누구나 가지고 있는 권리로 그 보편성이 강조된다. 이 중 무죄추정의 원칙은 헌법 제27조, UN 인권선언 제11조 등에서 명시하고 있는 것으로, 유죄 판결이 확정될 때까지 피의자를 무죄로 추정한다고 보장하는 것이다. 이는 범죄자를 규명하는 것보다 무고한 피해자를 만들지 않는 것을 더 중요시하기 때문에 존재하는 형사 소송의 원칙이다. 무죄추정의 원칙으로 보장되는 것은 침해되어서는 안 되는 인권으로, 원칙 자체가 ‘공공의 이해관계보다 개인의 인권을 우선시한다는 전제’로 이루어져 있기 때문에 이러한 헌법에 존재하는 원칙을 파괴하고 피의자의 신상을 공개할 경우 그에 따른 또 다른 사회적 혼란이 야기될 것이다. 따라서 피의자가 범인이라고 확정할 수 있을 만큼 증거가 충분한 경우에도 개인의 신상공개는 이루어져서는 안 된다.  둘째, 피의자의 신상은 ‘국민의 알권리’에 해당하지 않는 정보이다. 국민의 알권리는 헌법 제21조에서 보장하고 있는 언론, 출판의 자유로부터 도출할 수 있는데, 알권리 보장을 주장하는 상대측은 정보에 자유롭게 접근하고 이에 대해 표현할 수 있도록 ",13,
2015459," 우선, 국민의 알 권리와 개인의 인권 모두 헌법에 명시된 기본권으로, 한 국가의 국민으로서 지켜져야 마땅한 권리입니다. 하지만, 국민의 알 권리와 개인의 인권이 충돌할 경우, 하나를 선택해야만 하는데, 이 때 저는 ‘범죄자의 사회 복귀 가능성’을 기준으로 삼아 한쪽을 택할 것입니다. 범죄자가 사회에 복귀할 수 있는 ‘징역 10년’이나 벌금형을 구형받는다면, 그들에게 내려진 벌을 마땅히 받고 사회에 복귀했을 때 주위에서 함께 살아가야 하는 국민들의 안전을 최대한 고려하여 그들의 신상을 마땅히 공개해야 할 것입니다. 하지만, 범죄자의 죄질이 매우 흉악하여 무기징역이나 사형 따위를 구형받았을 때에는 사회복귀의 가능성이 없기 때문에 국민의 알 권리를 보장해야할 의무가 없기 때문에 신상을 공개하지 않아도 될 것입니다.  보통의 강력 범죄의 경우 최고 사형, 무기 징역 등 사회로 다시 나올 수 없는 징역을 구형합니다. 범죄자가 사회에 다시 나올 수 없는 징역을 구형받았을 때, 국민의 알 권리는 어떤 이유에서 지켜져야 할까요. 보통 찬성 측에서는 범죄자가 사회에 복귀해 함께 살아가는 것에 대한 두려움으로 인해 신상 공개를 통해 미리 범죄자의 신상을 파악해 그들 주변에 가지 않아 범죄를 예방하려고 한다는 주장을 하십니다. 하지만, 범죄자가 사회 복귀가 불가능한 형을 받아 사회에 다시는 나오지 못한다면, 범죄자가 반사회적인 행동을 했다고 해서 국민의 알권리를 충족시키고자 범죄자의 신상을 공개하며 그들의 인권을 추가적으로 침해할 필요는 없어 보입니다.  만약 사회 복귀 가능성이 없는 범죄자의 신상 공개를 통해 국민의 알 권리는 충족시키고, 개인의 인권을 무시했을 때 얻을 수 있는",10,
2013062,"만약 반대 측 입장으로 토론에 참여하게 되었을 때, ‘개인의 인권’을 판단 기준으로 삼을 것이다. 그 이유는 세 가지를 들 수 있는데, 첫 번째는 재범률 감소의 의문점 때문이다. 보통 사람들을 성범죄자의 신상을 공개하면, 범죄의 재발률을 낮출 수 있고, 또 다른 강력 범죄를 막을 수 있을 것으로 생각하고 있다. 하지만, 범죄자의 신상 공개 제도를 오래 전부터 실시해왔던 ‘미국’의 경우, 이러한 신상공개를 실시했을 때, 사회에서 피의자들을 매장시켜버림으로써 발생하는 재범률이 신상공개를 실시하기 전보다 더 높아졌다고 하였다. 두 번째 이유는 무죄 추정의 원칙이다. 피의자는 무엇보다 아직까지 정확하게 재판을 받지 않은 사람을 말한다. 수사와 재판이 제대로 종결되기도 전에 피의자를 공개하는 것은 무죄 추정의 원칙에 어긋난다. 우리나라 영화 ‘7번방의 선물’에서 주인공(류승룡)은 성범죄를 저지르지 않았음에도 불구하고 억울하게 사형을 당했다. 이 영화는 실화를 바탕으로 제작하였음을 들으면 아마 더 놀랄 것이다. 이처럼 범죄를 저질렀는지 제대로 재판을 받지 않은 뒤 신상을 공개하는 것은 억지적인 부분이 있다고 생각한다. 마지막으로 신상 공개 적용 기준의 모호성이다. 우리나라는 2001년에 성범죄자 신상공개 제도가 처음으로 도입되어 조두순, 김수철, 조주빈 등의 신상이 공개됨으로써 아동, 청소년을 대상으로 한 강력 성범죄 피의자에 대한 신상을 공개했었다. 하지만, 그 외에도 학교 등에서의 성추행, 성폭행 등 다양한 성범죄가 일어났음에도 불구하고 이들에 대한 신상 공개는 이루어지지 않았다. 따라서 신상 공개 제도를 적용하는 기준이 모호하며, 이를 어떻게 적용해야할지가 가장 큰 관건이다.",10,
2014409,"만약 내가 반대측이라면 앞서 얘기했듯이 반대측에 유리한 쟁점으로 토론을 진행해야 하므로, 판단의 ‘기준’을 신상공개로 인한 효과 등을 기준으로 삼아야 할것이다. 또한 13주차에서 브이와 공명조가 토론을 했던것을 예시로 들면, 그때 찬성팀에서는 ‘범죄의 재발을 방지할 수 있다’를 주장 중 하나로 내세 웠는데 이를 반론측이라고 생각해보고 반론을 하면 이렇다. 일단 근거,사례, 연결고리가 사실이고 타당한지 확인해야 한다. 다음으로, 제시한 근거나 사례가 주장을 잘 뒷받침하는지 확인해야한다. 미지막으로, 상대측의 주장의 불이익, 오류등을 찾아서 밝혀내고 그에 따른 대안도 제시한다. 이때, 찬성측의 ‘범죄의 재발을 방지할 수 있다’라는 입론에서 범죄의 재발을 방지했던건 몇몇의 최근 한국 사회에서 크게 화두가 됐던 성범죄뿐이고, 성범죄자가 아닌 강력범죄자는 실제 신상공개가 도움이 되는지를 판단할 수 없다는 것이다. 그리고 오히려 그런 범죄자들을 신상공개를 해버리면 갱생의 여지를 없애는것이 되어 재발률이 늘 수도 있다. 또한 신상공개를 해야될 ‘강력범죄자’라는 판단 기준이 모호하기 때문에 이렇게 신상공개를 하는 것보다는 차라리 기존 법을 강화해서 범죄자들에게 감옥속에서 갱생할 여지를 주고, 재발률을 낮추며, 법의 강화로 인한 두려움으로 범죄 확률을 줄이는 것이 오히려 옳은 방법이라고 할 수 있다. ",10,
1713759,"   개인의 인권과 국민의 알 권리가 대립 시 개인의 인권이 우선시 되어야 한다. 헌법 제10조의 인격권에 의해 범죄자에게도 인권이 있음은 인정된다. 개인의 인격권은 다른 권리와 재단될 수 없다. 또한, 국민의 기본권으로 우리나라 헌법 제27조 제4항에 의하면 형사피고인은 유죄의 판결이 확정될 때까지는 무죄로 추정된다는 법률 조항이 있다. ‘피의자’의 정확한 의미는 아직 재판을 받지 않고, 죄가 확정되지 않은 사람을 뜻한다. 이러한 아직 유죄 판결을 받지 않고 재판 중인 사건의 피의자를 포토라인에 세우는 것은 명백한 초상권 침해로 볼 수 있다. 포토라인은 낙인찍기 효과가 있어 국민에게 피의자를 죄인이라는 사회적 각인시키기 때문에 피의자의 사회 복귀가 어려워지고 아무 죄도 없는 피의자의 가족 포함 지인의 명예와 인권침해가 우려된다. ",8,
1910006,"피의자 인권을 침해함으로써 누군가 피해를 받는다면 그 침해는 정당화될 수 없다. 만약 피해를 받게 된다면 정당한 이유로 인한 피해여야 한다. 피해의 대상은 피의자, 그 가족 혹은 무고한 시민이 될 수 있다. 아무리 다수를 위한 알 권리라 해도 개인의 인권보다 크다고 할 수 없다.  만약 무고한 사람을 대상으로 인권을 침해한다면 또 다른 범죄를 야기시킬 뿐이다. ‘반대 측’ 반론 시작하겠습니다.  먼저 피의자는 ‘범죄자’가 아닙니다. 어디까지나 추정일 뿐이며, 아직 유죄 판결이 나지 않은 피의자를 대상으로 하기에 오판가능성이 있습니다. 또한 피의자에게 범죄자 낙인을 찍는 것과 같은 효과를 불러와 피의자를 압박하거나 정당한 재판받을 권리를 침해합니다.  둘째로, 피의자의 신상공개를 하는 기준이 모호합니다. 범행수단의 ‘잔인성’, ‘피해의 중대성’ 과같은 단어는 객관적 기준을 제시하기가 어려우며 내용이 확정될 수 없는 모호하고 막연한 개념입니다. 그렇기에 이를 판단하는 데 주관적 개념이 관여될 수 밖에 없습니다. 또한 인신매매, 강도, 강간 등의 흉악범죄라고 할 수 있음에도 피해가 중대하지 않은 경우는 판단 기준을 상정하기가 어렵습니다.  셋째, 처벌을 받는 결과를 초래하는 것은 발생된 범죄의 결과에 대한 피해자나 일반 국민의 분노감정을 달래기 위한 것에 지나지 않습니다. 현재 신상 공개가 된 피의자는 대게 공인으로 여겨지며 그 신상을 보는 국민들에게 죄책감이란 없이 당연하다 여깁니다. 사건 자체의 사실보다는 개인의 인격, 주변 상황에 시선이 옮겨질 가능성이 있으며, 판단의 객관성을 놓칠 여지가 있습니다. 또한 대중의 분노로부터 받는 피의자, 그 가족의 피해는 또",10,
2012467,"‘일단 성범죄 피의자의 신상공개를 허용해야 한다’의 ‘반대 측’ 입장이므로 성범죄 피의자의 신상공개를 허용하지 말아야 한다고 주장해야 한다는 입장이다. 그렇기 때문에 국민의 알권리와 개인의 인권이 대립할 경우, 개인의 인권이 존중받아야 한다는 근거를 위해 ‘신상공개가 피의자의 인권을 침해하는지’, ‘다수를 위해 소수의 인권은 존중받지 않아도 되는가’를 기준으로 삼아야 한다. 신상공개가 피의자의 인권을 침해한다면 결국 다수를 위해 한 사람의 권리를 무참히 짓밟는 것과 다를 바 없는데 위 기준을 통해 한 사람과 다수가 대립할 때 무조건 다수를 위하는 게 과연 옳은 일인지에 대한 추가적인 논의를 할 수 있을 것이고, 상대의 주장에 따라 신상공개를 하였을 때 발생하는 문제점에 대한 지적이 가능하기 때문이다. 반대 측 반론 : 찬성 측께서는 국민의 알권리를 근거로 피의자의 신상공개를 허용해야 한다고 주장하셨습니다. 하지만 국민의 알권리를 위해 피의자의 신상을 공개할 경우 피의자에 대한 억측, 사실과 관계없는 이야기, 공개되지 않은 피의자의 사생활이나 과도한 정보가 도는 등 피의자가 심각한 인권침해를 입는 문제점이 발생합니다. 인권은 ‘사람이 개인 또는 나라의 구성원으로서 마땅히 누리고 행사하는 기본적인 자유와 권리’입니다. 한 사람의 인권은 다수와 대립할 때에도 존중받아야 하는 권리인 것이죠. 그렇기 때문에 피의자의 인권은 국민의 알권리를 이유로 무시될 수 없으며 심각한 인권침해를 초래하는 피의자의 신상공개는 허용될 수 없다고 주장하는 바입니다.",13,
2011188,"판단의 기준: 국민의 알 권리와 개인의 인권 중 어떤 것을 우선시해야 장기적으로 사회에 이익을 가져다주는가 – 사회의 구성원인 국민은 인간으로서 주어진 인권을 보장받아야 한다. 이유: 사회의 구성원인 국민의 알 권리와 인권이 충돌하고 있다. 더 나은 사회를 만들기 위해서 국민의 알 권리와 인권의 충돌은 불가피하지만, 국민은 모두가 인간이기 때문에 평등하게 모두가 인권을 보장받아야 한다. 반론: 성범죄 피의자의 신상 공개는 피의자의 인권을 침해할 우려가 있다. 신상 공개를 함으로써 범죄율이 감소하거나 재범을 방지한다는 주장은 성립할 수 없다. 실제 미국에서 신상 공개를 한 전과자들의 재범률은 감소하지 않았다. 자신의 신상이 공개되었다는 점에 자포자기하는 심정으로 범죄를 계속해서 저지르는 심리라고 설명한다. 또한, 부정확한 수사로 인해 범죄의 새로운 피해자가 발생할 가능성이 있다. 부정확한 수사로 억울한 피해자의 신상이 공개되고 처벌을 받는다면, 아무리 결과를 번복한다고 해도 그들은 이미 사회적으로 낙인이 찍혀있기 때문에 예전과 같은 정상적인 생활이 불가능하다. 이러한 주장은 ‘화성 연쇄 살인사건’을 보면 알 수 있다. 당시 범인으로 체포되어 20년을 복역했던 사람은 실제 범인이 아니었다. 이렇듯 부정확한 수사는 국민인 한 사람의 인생을 국가가 망가트리는 것과 다를 바가 없다. 그러므로 인간으로서 기본적으로 갖는 인권을 보장하기 위해선 피의자의 신상 공개를 허용해서는 안된다.",13,
2015048,"   개인의 인권은 헌법에서 보장하고 있는 기본권이기 때문에 최소한의 제재만 이루어져야 한다. 국민의 알권리의 경우 공공의 이익을 추구해야 한다. 따라서 개인의 인권이 침해당하면서 까지 국민의 알권리를 보장해야 하는 경우 그 공공의 이익이 더 커야한다. 따라서 판단의 기준은 ‘피의자 신상공개가 공공의 이익을 추구하는 일이 맞는가‘이다.   개인의 인권은 헌법에서 보장하고 있는 기본권입니다. 헌법에도 기본권은 최소한의 제재만 이루어져야 한다고 명시되어 있습니다. 국민의 알권리는 국민이 정치적 혹은 사회적 현실에 대한 정보를 자유롭게 알 수 있는 권리로, 이 국민의 알권리는 공공의 이익을 추구해야 합니다. 하지만 성범죄 피의자 신상공개가 헌법에서 보장하는 개인의 인권을 침해할 정도로 공공의 이익을 추구하는 일일까요? 저희측은 그렇게 생각하지 않습니다. 피의자는 범죄의 혐의는 있으나 아직 공소제기가 되지 않은 사람 즉, 실제로 범죄자인지 아닌지 아직 판결이 나지 않은 사람입니다. 이 사람의 개인정보를 알리는 것은 무죄추정의 원칙에 어긋나며 개인의 인권 침해입니다. ",15,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
